dependency,file
logging,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\check.py
optparse,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\check.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\check.py
pip._internal.cli.base_command,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\check.py
pip._internal.cli.status_codes,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\check.py
pip._internal.metadata,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\check.py
pip._internal.operations.check,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\check.py
pip._internal.utils.compatibility_tags,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\check.py
pip._internal.utils.misc,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\check.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\completion.py
textwrap,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\completion.py
optparse,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\completion.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\completion.py
pip._internal.cli.base_command,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\completion.py
pip._internal.cli.status_codes,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\completion.py
pip._internal.utils.misc,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\completion.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py
os,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py
subprocess,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py
optparse,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py
pip._internal.cli.base_command,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py
pip._internal.cli.status_codes,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py
pip._internal.configuration,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py
pip._internal.exceptions,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py
pip._internal.utils.logging,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py
pip._internal.utils.misc,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py
locale,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py
os,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py
optparse,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py
types,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py
pip._vendor,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py
pip._vendor.certifi,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py
pip._vendor.packaging.version,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py
pip._internal.cli,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py
pip._internal.cli.base_command,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py
pip._internal.cli.cmdoptions,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py
pip._internal.cli.status_codes,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py
pip._internal.configuration,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py
pip._internal.metadata,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py
pip._internal.utils.compat,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py
pip._internal.utils.logging,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py
pip._internal.utils.misc,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\download.py
os,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\download.py
optparse,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\download.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\download.py
pip._internal.cli,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\download.py
pip._internal.cli.cmdoptions,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\download.py
pip._internal.cli.req_command,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\download.py
pip._internal.cli.status_codes,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\download.py
pip._internal.operations.build.build_tracker,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\download.py
pip._internal.req.req_install,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\download.py
pip._internal.utils.misc,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\download.py
pip._internal.utils.temp_dir,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\download.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\freeze.py
optparse,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\freeze.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\freeze.py
pip._internal.cli,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\freeze.py
pip._internal.cli.base_command,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\freeze.py
pip._internal.cli.status_codes,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\freeze.py
pip._internal.operations.freeze,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\freeze.py
pip._internal.utils.compat,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\freeze.py
hashlib,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\hash.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\hash.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\hash.py
optparse,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\hash.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\hash.py
pip._internal.cli.base_command,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\hash.py
pip._internal.cli.status_codes,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\hash.py
pip._internal.utils.hashes,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\hash.py
pip._internal.utils.misc,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\hash.py
optparse,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\help.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\help.py
pip._internal.cli.base_command,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\help.py
pip._internal.cli.status_codes,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\help.py
pip._internal.exceptions,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\help.py
pip._internal.commands,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\help.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\index.py
optparse,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\index.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\index.py
pip._vendor.packaging.version,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\index.py
pip._internal.cli,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\index.py
pip._internal.cli.req_command,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\index.py
pip._internal.cli.status_codes,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\index.py
pip._internal.commands.search,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\index.py
pip._internal.exceptions,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\index.py
pip._internal.index.collector,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\index.py
pip._internal.index.package_finder,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\index.py
pip._internal.models.selection_prefs,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\index.py
pip._internal.models.target_python,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\index.py
pip._internal.network.session,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\index.py
pip._internal.utils.misc,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\index.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\inspect.py
optparse,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\inspect.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\inspect.py
pip._vendor.packaging.markers,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\inspect.py
pip._vendor.rich,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\inspect.py
pip,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\inspect.py
pip._internal.cli,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\inspect.py
pip._internal.cli.base_command,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\inspect.py
pip._internal.cli.status_codes,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\inspect.py
pip._internal.metadata,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\inspect.py
pip._internal.utils.compat,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\inspect.py
pip._internal.utils.urls,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\inspect.py
errno,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
json,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
operator,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
os,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
shutil,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
site,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
optparse,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
pip._vendor.packaging.utils,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
pip._vendor.rich,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
pip._internal.self_outdated_check,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
pip._internal.cache,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
pip._internal.cli,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
pip._internal.cli.cmdoptions,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
pip._internal.cli.req_command,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
pip._internal.cli.status_codes,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
pip._internal.exceptions,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
pip._internal.locations,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
pip._internal.metadata,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
pip._internal.models.installation_report,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
pip._internal.operations.build.build_tracker,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
pip._internal.operations.check,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
pip._internal.req,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
pip._internal.req.req_install,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
pip._internal.utils.compat,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
pip._internal.utils.filesystem,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
pip._internal.utils.logging,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
pip._internal.utils.misc,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
pip._internal.utils.temp_dir,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
pip._internal.utils.virtualenv,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
pip._internal.wheel_builder,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\install.py
json,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\list.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\list.py
optparse,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\list.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\list.py
pip._vendor.packaging.utils,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\list.py
pip._vendor.packaging.version,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\list.py
pip._internal.cli,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\list.py
pip._internal.cli.index_command,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\list.py
pip._internal.cli.status_codes,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\list.py
pip._internal.exceptions,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\list.py
pip._internal.metadata,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\list.py
pip._internal.models.selection_prefs,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\list.py
pip._internal.utils.compat,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\list.py
pip._internal.utils.misc,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\list.py
pip._internal.index.package_finder,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\list.py
pip._internal.network.session,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\list.py
pip._internal.index.collector,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\list.py
pip._internal.index.package_finder,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\list.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\search.py
shutil,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\search.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\search.py
textwrap,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\search.py
xmlrpc.client,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\search.py
collections,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\search.py
optparse,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\search.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\search.py
pip._vendor.packaging.version,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\search.py
pip._internal.cli.base_command,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\search.py
pip._internal.cli.req_command,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\search.py
pip._internal.cli.status_codes,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\search.py
pip._internal.exceptions,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\search.py
pip._internal.metadata,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\search.py
pip._internal.models.index,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\search.py
pip._internal.network.xmlrpc,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\search.py
pip._internal.utils.logging,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\search.py
pip._internal.utils.misc,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\search.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\show.py
optparse,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\show.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\show.py
pip._vendor.packaging.requirements,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\show.py
pip._vendor.packaging.utils,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\show.py
pip._internal.cli.base_command,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\show.py
pip._internal.cli.status_codes,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\show.py
pip._internal.metadata,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\show.py
pip._internal.utils.misc,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\show.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\uninstall.py
optparse,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\uninstall.py
